barcode,productName,batchCode,expiryDate,quantity,price
P0001,Milk,B00052,2027-04-19,76,90000
P0001,Milk,B00053,2027-09-03,3,65000
P0001,Milk,B00054,2027-10-29,89,55000
P0001,Milk,B00055,2027-02-21,10,60000
P0001,Milk,B00056,2027-04-09,23,40000
P0001,Milk,B00057,2027-09-15,23,75000
P0001,Milk,B00058,2027-02-07,21,20000
P0001,Milk,B00059,2027-06-11,97,30000
P0001,Milk,B00060,2026-10-11,13,20000
P0001,Milk,B00061,2027-04-04,53,15000
P0001,Milk,B00062,2027-12-17,81,25000
P0001,Milk,B00063,2027-06-20,7,100000
P0001,Milk,B00064,2026-09-15,54,100000
P0001,Milk,B00065,2026-07-06,24,35000
P0001,Milk,B00066,2027-02-04,34,85000
P0001,Milk,B00067,2026-12-26,98,30000
P0001,Milk,B00068,2026-07-08,84,35000
P0001,Milk,B00069,2027-09-30,49,25000
P0001,Milk,B00070,2027-10-19,65,60000
P0001,Milk,B00071,2026-08-14,94,60000
P0001,Milk,B00072,2026-07-05,88,60000
P0001,Milk,B00073,2026-07-06,82,100000
P0001,Milk,B00074,2026-10-07,30,55000
P0001,Milk,B00075,2027-12-25,6,15000
P0001,Milk,B00076,2027-11-09,51,15000
P0001,Milk,B00077,2026-08-11,34,70000
P0001,Milk,B00078,2027-07-10,15,55000
P0001,Milk,B00079,2026-11-30,28,90000
P0001,Milk,B00080,2026-10-11,49,25000
P0001,Milk,B00081,2027-03-28,77,10000
P0001,Milk,B00082,2026-07-07,75,95000
P0001,Milk,B00083,2027-02-27,91,70000
P0001,Milk,B00084,2026-11-16,58,25000
P0001,Milk,B00085,2026-09-05,35,80000
P0001,Milk,B00086,2027-06-30,62,80000
P0001,Milk,B00087,2026-07-10,52,10000
P0001,Milk,B00088,2026-12-08,5,10000
P0001,Milk,B00089,2027-07-28,61,75000
P0001,Milk,B00090,2027-01-03,77,95000
P0001,Milk,B00091,2026-08-12,41,90000
P0001,Milk,B00092,2027-10-06,69,35000
P0001,Milk,B00093,2027-10-30,12,55000
P0001,Milk,B00094,2027-07-05,51,90000
P0001,Milk,B00095,2026-10-12,53,15000
P0001,Milk,B00096,2027-03-23,26,90000
P0001,Milk,B00097,2027-02-26,29,25000
P0001,Milk,B00098,2027-12-24,53,55000
P0001,Milk,B00099,2027-05-08,21,75000
P0001,Milk,B00100,2026-08-28,12,55000
P0001,Milk,B00101,2027-06-25,87,55000
P0001,Milk,B00102,2027-01-01,83,10000
P0001,Milk,B00103,2026-07-05,97,90000
P0001,Milk,B00104,2027-01-18,4,95000
P0001,Milk,B00105,2026-11-27,61,65000
P0001,Milk,B00106,2027-11-09,72,25000
P0001,Milk,B00107,2027-03-16,70,45000
P0001,Milk,B00108,2027-09-15,85,45000
P0001,Milk,B00109,2027-11-30,13,85000
P0001,Milk,B00110,2026-10-18,57,25000
P0001,Milk,B00111,2026-09-23,99,75000
P0001,Milk,B00112,2026-11-28,11,35000
P0001,Milk,B00113,2027-09-01,73,50000
P0001,Milk,B00114,2027-09-28,31,85000
P0001,Milk,B00115,2027-10-08,24,95000
P0001,Milk,B00116,2026-09-16,6,30000
P0001,Milk,B00117,2026-08-12,61,45000
P0001,Milk,B00118,2026-07-07,11,70000
P0001,Milk,B00119,2026-08-07,75,30000
P0001,Milk,B00120,2026-12-16,47,20000
P0001,Milk,B00121,2026-12-14,47,40000
P0001,Milk,B00122,2026-10-11,67,75000
P0001,Milk,B00123,2027-03-19,58,30000
P0001,Milk,B00124,2027-06-04,76,20000
P0001,Milk,B00125,2026-11-27,63,20000
P0001,Milk,B00126,2027-01-30,33,25000
P0001,Milk,B00127,2027-02-07,5,40000
P0001,Milk,B00128,2027-02-19,15,25000
P0001,Milk,B00129,2026-07-03,39,50000
P0001,Milk,B00130,2026-07-09,49,10000
P0001,Milk,B00131,2027-01-26,98,75000
P0001,Milk,B00132,2027-11-08,90,65000
P0001,Milk,B00133,2027-09-12,29,80000
P0001,Milk,B00134,2027-01-27,36,35000
P0001,Milk,B00135,2027-11-13,25,55000
P0001,Milk,B00136,2026-10-25,77,70000
P0001,Milk,B00137,2027-12-02,75,15000
P0001,Milk,B00138,2027-01-16,88,85000
P0001,Milk,B00139,2026-11-25,1,25000
P0001,Milk,B00140,2026-07-02,48,10000
P0001,Milk,B00141,2027-12-07,33,90000
P0001,Milk,B00142,2027-04-23,23,75000
P0001,Milk,B00143,2026-12-02,5,20000
P0001,Milk,B00144,2027-12-10,79,10000
P0001,Milk,B00145,2027-04-11,73,65000
P0001,Milk,B00146,2026-12-29,81,50000
P0001,Milk,B00147,2027-10-09,82,45000
P0001,Milk,B00148,2027-12-08,13,30000
P0001,Milk,B00149,2027-05-11,60,10000
P0001,Milk,B00150,2027-11-06,8,75000
P0001,Milk,B00151,2027-11-05,73,85000
P0001,Milk,B00152,2026-07-07,74,85000
P0001,Milk,B00153,2026-11-05,28,80000
P0001,Milk,B00154,2026-07-05,79,10000
P0001,Milk,B00155,2027-01-23,53,75000
P0001,Milk,B00156,2027-01-18,19,10000
P0001,Milk,B00157,2026-11-10,15,20000
P0001,Milk,B00158,2027-11-19,79,75000
P0001,Milk,B00159,2026-10-22,31,50000
P0001,Milk,B00160,2027-11-04,98,30000
P0001,Milk,B00161,2027-07-10,79,75000
P0001,Milk,B00162,2026-10-09,77,15000
P0001,Milk,B00163,2026-10-03,86,15000
P0001,Milk,B00164,2027-08-15,33,25000
P0001,Milk,B00165,2027-01-14,51,30000
P0001,Milk,B00166,2027-11-17,30,25000
P0001,Milk,B00167,2026-12-19,13,60000
P0001,Milk,B00168,2027-08-31,15,90000
P0001,Milk,B00169,2026-07-04,79,75000
P0001,Milk,B00170,2027-12-13,20,10000
P0001,Milk,B00171,2027-05-03,35,60000
P0001,Milk,B00172,2026-07-02,18,10000
P0001,Milk,B00173,2027-01-03,31,70000
P0001,Milk,B00174,2027-12-07,23,20000
P0001,Milk,B00175,2027-12-01,84,75000
P0001,Milk,B00176,2027-05-05,17,30000
P0001,Milk,B00177,2026-11-06,93,55000
P0001,Milk,B00178,2027-06-04,76,50000
P0001,Milk,B00179,2026-09-21,34,80000
P0001,Milk,B00180,2026-09-02,82,20000
P0001,Milk,B00181,2027-03-01,89,70000
P0001,Milk,B00182,2027-07-29,65,75000
P0001,Milk,B00183,2027-01-11,80,15000
P0001,Milk,B00184,2027-04-08,36,65000
P0001,Milk,B00185,2026-10-14,66,85000
P0001,Milk,B00186,2026-12-31,28,40000
P0001,Milk,B00187,2027-06-18,70,35000
P0001,Milk,B00188,2027-03-21,16,50000
P0001,Milk,B00189,2027-10-03,4,30000
P0001,Milk,B00190,2026-11-13,78,100000
P0001,Milk,B00191,2027-03-02,90,100000
P0001,Milk,B00192,2027-12-31,41,30000
P0001,Milk,B00193,2026-09-14,67,40000
P0001,Milk,B00194,2026-09-06,98,35000
P0001,Milk,B00195,2027-10-29,97,100000
P0001,Milk,B00196,2026-08-04,58,25000
P0001,Milk,B00197,2027-08-19,63,45000
P0001,Milk,B00198,2027-10-08,3,60000
P0001,Milk,B00199,2026-11-23,67,65000
P0001,Milk,B00200,2027-03-27,90,60000
P0001,Milk,B00201,2026-11-06,22,15000
P0001,Milk,B00202,2027-06-29,80,25000
P0001,Milk,B00203,2027-04-11,16,60000
P0001,Milk,B00204,2026-09-28,52,30000
P0001,Milk,B00205,2027-02-13,99,15000
P0001,Milk,B00206,2026-07-08,75,75000
P0001,Milk,B00207,2027-09-06,32,20000
P0001,Milk,B00208,2027-12-06,86,95000
P0001,Milk,B00209,2027-09-23,23,85000
P0001,Milk,B00210,2027-12-09,64,45000
P0001,Milk,B00211,2027-09-17,89,50000
P0001,Milk,B00212,2027-04-05,49,80000
P0001,Milk,B00213,2026-12-06,88,35000
P0001,Milk,B00214,2027-12-07,54,70000
P0001,Milk,B00215,2026-12-19,20,55000
P0001,Milk,B00216,2027-11-09,81,20000
P0001,Milk,B00217,2027-10-03,80,50000
P0001,Milk,B00218,2027-09-22,66,25000
P0001,Milk,B00219,2026-08-11,27,75000
P0001,Milk,B00220,2026-12-10,5,75000
P0001,Milk,B00221,2027-08-30,63,60000
P0001,Milk,B00222,2026-10-26,66,85000
P0001,Milk,B00223,2026-10-24,32,25000
P0001,Milk,B00224,2027-03-07,61,35000
P0001,Milk,B00225,2026-12-30,70,95000
P0001,Milk,B00226,2027-10-07,65,65000
P0001,Milk,B00227,2027-02-13,58,65000
P0001,Milk,B00228,2026-07-08,11,15000
P0001,Milk,B00229,2026-09-15,24,50000
P0001,Milk,B00230,2026-10-29,43,95000
P0001,Milk,B00231,2026-07-06,90,25000
P0001,Milk,B00232,2027-11-28,14,100000
P0013,Noodles,B00233,2026-08-18,58,20000
P0013,Noodles,B00234,2026-12-02,26,45000
P0013,Noodles,B00235,2027-01-29,58,60000
P0013,Noodles,B00236,2027-03-31,38,80000
P0013,Noodles,B00237,2026-12-07,33,25000
P0013,Noodles,B00238,2027-01-19,9,10000
P0013,Noodles,B00239,2027-11-07,78,90000
P0013,Noodles,B00240,2027-09-27,47,70000
P0013,Noodles,B00241,2027-11-23,21,35000
P0013,Noodles,B00242,2027-09-20,13,75000
P0013,Noodles,B00243,2027-09-18,15,30000
P0013,Noodles,B00244,2026-11-28,61,75000
P0013,Noodles,B00245,2027-05-19,95,10000
P0013,Noodles,B00246,2027-07-08,63,40000
P0013,Noodles,B00247,2026-10-27,78,25000
P0013,Noodles,B00248,2026-07-28,21,60000
P0013,Noodles,B00249,2027-06-07,50,10000
P0013,Noodles,B00250,2026-08-13,60,80000
P0013,Noodles,B00251,2027-04-07,36,55000
P0013,Noodles,B00252,2026-12-23,62,75000
P0013,Noodles,B00253,2027-07-12,46,10000
P0013,Noodles,B00254,2027-03-24,67,65000
P0013,Noodles,B00255,2026-10-10,76,15000
P0013,Noodles,B00256,2026-09-20,81,15000
P0013,Noodles,B00257,2026-12-26,57,70000
P0013,Noodles,B00258,2027-10-11,84,40000
P0013,Noodles,B00259,2026-08-17,42,20000
P0013,Noodles,B00260,2027-03-15,22,70000
P0013,Noodles,B00261,2027-01-16,33,25000
P0013,Noodles,B00262,2026-10-22,16,60000
P0013,Noodles,B00263,2026-12-24,13,95000
P0013,Noodles,B00264,2027-08-15,73,70000
P0013,Noodles,B00265,2027-03-04,38,60000
P0013,Noodles,B00266,2026-11-28,86,45000
P0013,Noodles,B00267,2027-05-25,62,20000
P0013,Noodles,B00268,2026-09-07,81,10000
P0013,Noodles,B00269,2027-09-24,29,40000
P0013,Noodles,B00270,2026-07-18,1,20000
P0013,Noodles,B00271,2027-04-28,6,40000
P0013,Noodles,B00272,2026-08-15,74,15000
P0013,Noodles,B00273,2027-05-24,57,90000
P0013,Noodles,B00274,2026-09-12,19,75000
P0013,Noodles,B00275,2026-11-04,8,45000
P0013,Noodles,B00276,2026-10-23,17,60000
P0013,Noodles,B00277,2026-10-17,16,85000
P0013,Noodles,B00278,2027-08-20,8,30000
P0013,Noodles,B00279,2026-10-25,64,35000
P0013,Noodles,B00280,2027-04-17,2,55000
P0013,Noodles,B00281,2026-07-08,43,35000
P0013,Noodles,B00282,2026-12-04,56,95000
P0013,Noodles,B00283,2026-12-23,50,35000
P0013,Noodles,B00284,2027-01-16,96,65000
P0013,Noodles,B00285,2027-04-12,25,60000
P0013,Noodles,B00286,2027-10-18,77,55000
P0013,Noodles,B00287,2027-07-12,8,20000
P0013,Noodles,B00288,2026-09-10,77,25000
P0013,Noodles,B00289,2027-04-20,63,95000
P0013,Noodles,B00290,2027-07-16,6,95000
P0013,Noodles,B00291,2026-10-24,73,40000
P0013,Noodles,B00292,2027-08-14,74,25000
P0013,Noodles,B00293,2027-02-28,30,95000
P0013,Noodles,B00294,2027-11-30,73,55000
P0013,Noodles,B00295,2027-01-01,4,70000
P0013,Noodles,B00296,2026-12-23,58,35000
P0013,Noodles,B00297,2026-07-02,90,60000
P0013,Noodles,B00298,2027-12-13,99,80000
P0013,Noodles,B00299,2027-10-14,48,45000
P0013,Noodles,B00300,2027-07-08,26,35000
P0013,Noodles,B00301,2026-08-10,68,50000
P0013,Noodles,B00302,2026-07-03,78,80000
P0013,Noodles,B00303,2026-08-01,56,90000
P0013,Noodles,B00304,2027-11-21,47,75000
P0013,Noodles,B00305,2027-06-20,10,30000
P0013,Noodles,B00306,2027-08-10,71,75000
P0013,Noodles,B00307,2026-07-03,58,15000
P0013,Noodles,B00308,2027-12-19,32,100000
P0013,Noodles,B00309,2026-10-06,31,90000
P0013,Noodles,B00310,2027-07-27,31,50000
P0013,Noodles,B00311,2027-02-25,8,60000
P0013,Noodles,B00312,2027-08-11,62,70000
P0013,Noodles,B00313,2027-10-15,36,25000
P0013,Noodles,B00314,2027-05-16,56,20000
P0013,Noodles,B00315,2027-09-12,40,75000
P0013,Noodles,B00316,2027-10-26,43,50000
P0013,Noodles,B00317,2027-10-13,2,100000
P0013,Noodles,B00318,2026-07-18,56,100000
P0013,Noodles,B00319,2026-07-18,74,20000
P0013,Noodles,B00320,2026-12-05,57,75000
P0013,Noodles,B00321,2026-07-03,77,50000
P0013,Noodles,B00322,2027-07-16,94,20000
P0013,Noodles,B00323,2027-01-31,65,100000
P0013,Noodles,B00324,2026-12-24,35,80000
P0013,Noodles,B00325,2027-10-24,61,80000
P0013,Noodles,B00326,2026-12-22,39,85000
P0013,Noodles,B00327,2026-07-10,15,15000
P0013,Noodles,B00328,2026-07-04,83,30000
P0013,Noodles,B00329,2027-11-26,37,15000
P0013,Noodles,B00330,2027-04-27,16,80000
P0013,Noodles,B00331,2026-09-22,24,55000
P0013,Noodles,B00332,2026-11-27,86,10000
P0013,Noodles,B00333,2027-10-17,35,30000
P0013,Noodles,B00334,2027-05-04,13,30000
P0013,Noodles,B00335,2026-07-05,67,70000
P0013,Noodles,B00336,2027-01-12,53,15000
P0013,Noodles,B00337,2027-10-21,58,35000
P0013,Noodles,B00338,2026-07-16,28,85000
P0013,Noodles,B00339,2026-11-30,86,35000
P0013,Noodles,B00340,2027-04-07,80,40000
P0013,Noodles,B00341,2026-08-06,2,35000
P0013,Noodles,B00342,2026-07-06,53,100000
P0013,Noodles,B00343,2026-09-09,20,70000
P0013,Noodles,B00344,2026-08-20,71,55000
P0013,Noodles,B00345,2027-08-17,75,85000
P0013,Noodles,B00346,2027-05-14,17,25000
P0013,Noodles,B00347,2027-01-02,67,15000
P0013,Noodles,B00348,2027-11-19,44,80000
P0013,Noodles,B00349,2026-09-04,77,90000
P0013,Noodles,B00350,2027-04-08,41,20000
P0013,Noodles,B00351,2027-06-27,23,55000
P0013,Noodles,B00352,2027-04-02,65,40000
P0013,Noodles,B00353,2027-10-19,33,20000
P0013,Noodles,B00354,2027-09-17,81,10000
P0013,Noodles,B00355,2027-09-20,7,55000
P0013,Noodles,B00356,2026-07-08,2,65000
P0013,Noodles,B00357,2027-10-30,40,10000
P0013,Noodles,B00358,2026-07-28,66,55000
P0013,Noodles,B00359,2027-09-25,60,85000
P0013,Noodles,B00360,2027-07-14,78,15000
P0013,Noodles,B00361,2027-12-09,12,55000
P0013,Noodles,B00362,2026-11-24,78,65000
P0013,Noodles,B00363,2026-08-07,25,45000
P0013,Noodles,B00364,2026-07-24,68,20000
P0013,Noodles,B00365,2027-07-01,68,40000
P0013,Noodles,B00366,2027-06-17,25,15000
P0013,Noodles,B00367,2026-07-26,80,100000
P0013,Noodles,B00368,2026-07-06,75,45000
P0013,Noodles,B00369,2026-07-08,78,45000
P0013,Noodles,B00370,2026-10-04,52,20000
P0013,Noodles,B00371,2026-08-30,88,30000
P0013,Noodles,B00372,2027-10-07,67,50000
P0013,Noodles,B00373,2026-10-26,14,60000
P0013,Noodles,B00374,2026-11-22,50,65000
P0013,Noodles,B00375,2027-12-13,74,85000
P0013,Noodles,B00376,2026-10-03,37,45000
P0013,Noodles,B00377,2026-11-22,5,25000
P0013,Noodles,B00378,2026-09-09,12,50000
P0013,Noodles,B00379,2027-06-25,22,50000
P0013,Noodles,B00380,2026-07-07,48,80000
P0013,Noodles,B00381,2026-10-06,99,75000
P0013,Noodles,B00382,2027-11-13,92,75000
P0013,Noodles,B00383,2027-12-13,72,10000
P0013,Noodles,B00384,2026-08-05,82,85000
P0013,Noodles,B00385,2027-10-23,26,30000
P0013,Noodles,B00386,2026-11-08,90,15000
P0013,Noodles,B00387,2027-07-06,29,50000
P0013,Noodles,B00388,2027-12-14,99,30000
P0013,Noodles,B00389,2027-12-10,6,90000
P0013,Noodles,B00390,2026-12-10,65,55000
P0013,Noodles,B00391,2027-02-24,72,55000
P0013,Noodles,B00392,2027-08-07,19,60000
P0013,Noodles,B00393,2027-04-27,54,45000
P0013,Noodles,B00394,2027-05-12,80,95000
P0013,Noodles,B00395,2027-11-29,90,90000
P0013,Noodles,B00396,2027-03-04,87,90000
P0013,Noodles,B00397,2026-10-05,57,95000
P0013,Noodles,B00398,2027-08-06,18,10000
P0013,Noodles,B00399,2026-11-28,53,60000
P0013,Noodles,B00400,2027-11-12,69,90000
P0013,Noodles,B00401,2026-07-08,23,35000
P0013,Noodles,B00402,2027-10-04,54,65000
P0013,Noodles,B00403,2026-12-08,28,90000
P0013,Noodles,B00404,2026-07-09,51,50000
P0013,Noodles,B00405,2027-11-12,63,70000
P0013,Noodles,B00406,2027-01-06,48,80000
P0013,Noodles,B00407,2027-06-13,58,90000
P0013,Noodles,B00408,2027-06-05,27,40000
P0013,Noodles,B00409,2026-12-10,7,95000
P0013,Noodles,B00410,2026-07-26,68,75000
P0013,Noodles,B00411,2027-03-19,19,75000
P0013,Noodles,B00412,2027-01-12,68,65000
P0013,Noodles,B00413,2027-08-21,99,75000
P0013,Noodles,B00414,2027-05-06,62,10000
P0013,Noodles,B00415,2026-07-03,13,85000
P0013,Noodles,B00416,2027-11-04,55,90000
P0013,Noodles,B00417,2027-10-22,60,10000
P0013,Noodles,B00418,2026-07-06,98,80000
P0013,Noodles,B00419,2027-02-14,50,45000
P0013,Noodles,B00420,2027-06-22,13,100000
P0013,Noodles,B00421,2027-05-28,19,55000
P0013,Noodles,B00422,2027-03-21,7,30000
P0013,Noodles,B00423,2027-08-28,31,80000
P0013,Noodles,B00424,2026-07-02,8,70000
P0013,Noodles,B00425,2027-05-11,56,85000
P0013,Noodles,B00426,2027-01-19,86,80000
P0013,Noodles,B00427,2026-08-13,31,20000
P0013,Noodles,B00428,2027-10-11,22,40000
P0013,Noodles,B00429,2027-12-21,2,60000
P0013,Noodles,B00430,2026-12-02,82,10000
P0013,Noodles,B00431,2027-01-09,54,100000
P0013,Noodles,B00432,2026-11-30,45,50000
P0013,Noodles,B00433,2027-02-10,83,65000
P0013,Noodles,B00434,2026-09-23,32,40000
P0013,Noodles,B00435,2027-03-09,57,30000
P0013,Noodles,B00436,2027-11-20,32,65000
P0013,Noodles,B00437,2027-07-04,24,100000
P0013,Noodles,B00438,2027-10-03,45,40000
P0013,Noodles,B00439,2027-11-07,17,50000
P0013,Noodles,B00440,2027-08-27,77,50000
P0013,Noodles,B00441,2027-06-20,26,70000
P0013,Noodles,B00442,2026-07-07,1,25000
P0013,Noodles,B00443,2026-07-08,84,85000
P0013,Noodles,B00444,2027-09-17,79,75000
P0013,Noodles,B00445,2026-07-27,94,10000
P0013,Noodles,B00446,2026-07-03,92,45000
P0013,Noodles,B00447,2027-09-10,62,10000
P0013,Noodles,B00448,2027-12-12,93,70000
P0013,Noodles,B00449,2026-07-06,95,85000
P0013,Noodles,B00450,2027-10-14,85,30000
P0013,Noodles,B00451,2026-07-04,38,25000
P0013,Noodles,B00452,2026-07-15,46,40000
P0013,Noodles,B00453,2026-07-06,25,100000
P0013,Noodles,B00454,2026-11-11,52,25000
P0013,Noodles,B00455,2027-02-01,40,65000
P0013,Noodles,B00456,2027-01-29,10,90000
P0013,Noodles,B00457,2027-12-28,83,60000
P0013,Noodles,B00458,2027-02-20,6,25000
P0013,Noodles,B00459,2027-04-07,21,15000
P0013,Noodles,B00460,2027-09-13,14,55000
P0013,Noodles,B00461,2027-02-15,35,30000
P0013,Noodles,B00462,2026-07-03,22,10000
P0013,Noodles,B00463,2026-10-29,42,85000
P0013,Noodles,B00464,2027-10-19,65,70000
P0013,Noodles,B00465,2027-05-22,91,95000
P0013,Noodles,B00466,2026-10-10,95,50000
P0013,Noodles,B00467,2026-08-01,69,10000
P0013,Noodles,B00468,2027-11-22,58,60000
P0013,Noodles,B00469,2027-06-17,2,100000
P0013,Noodles,B00470,2026-11-06,4,40000
P0013,Noodles,B00471,2026-10-02,96,50000
P0013,Noodles,B00472,2027-09-05,74,25000
P0013,Noodles,B00473,2027-10-27,99,40000
P0013,Noodles,B00474,2027-10-23,12,20000
P0013,Noodles,B00475,2027-08-03,18,80000
P0013,Noodles,B00476,2027-04-10,32,10000
P0013,Noodles,B00477,2026-12-17,12,85000
P0013,Noodles,B00478,2026-07-07,90,10000
P0015,Shampoo,B00479,2027-11-02,8,65000
P0015,Shampoo,B00480,2027-10-13,27,70000
P0015,Shampoo,B00481,2027-12-24,49,95000
P0015,Shampoo,B00482,2027-03-22,18,70000
P0015,Shampoo,B00483,2027-12-05,62,55000
P0015,Shampoo,B00484,2026-10-16,65,35000
P0015,Shampoo,B00485,2027-04-23,33,65000
P0015,Shampoo,B00486,2026-10-26,85,95000
P0015,Shampoo,B00487,2027-11-22,78,35000
P0015,Shampoo,B00488,2027-03-08,89,45000
P0015,Shampoo,B00489,2026-10-07,50,15000
P0015,Shampoo,B00490,2027-07-14,93,65000
P0015,Shampoo,B00491,2027-03-15,90,25000
P0015,Shampoo,B00492,2026-12-25,99,20000
P0015,Shampoo,B00493,2027-06-27,87,60000
P0015,Shampoo,B00494,2027-07-05,71,95000
P0015,Shampoo,B00495,2027-04-12,94,80000
P0015,Shampoo,B00496,2026-10-28,85,15000
P0015,Shampoo,B00497,2026-07-05,1,80000
P0015,Shampoo,B00498,2027-06-14,62,75000
P0015,Shampoo,B00499,2027-01-17,40,30000
P0015,Shampoo,B00500,2027-04-06,99,55000
P0015,Shampoo,B00501,2027-08-09,13,55000
P0015,Shampoo,B00502,2026-07-06,99,20000
P0015,Shampoo,B00503,2027-12-06,97,55000
P0015,Shampoo,B00504,2027-12-02,24,45000
P0015,Shampoo,B00505,2027-11-01,19,35000
P0015,Shampoo,B00506,2027-12-16,81,65000
P0015,Shampoo,B00507,2027-01-17,93,100000
P0015,Shampoo,B00508,2027-06-21,25,30000
P0015,Shampoo,B00509,2026-07-02,7,20000
P0015,Shampoo,B00510,2027-10-03,74,75000
P0015,Shampoo,B00511,2026-10-04,81,100000
P0015,Shampoo,B00512,2026-08-04,51,25000
P0015,Shampoo,B00513,2026-10-18,90,55000
P0015,Shampoo,B00514,2027-09-26,24,40000
P0015,Shampoo,B00515,2026-07-25,33,75000
P0015,Shampoo,B00516,2027-02-25,18,70000
P0015,Shampoo,B00517,2027-06-22,40,85000
P0015,Shampoo,B00518,2026-09-29,50,95000
P0015,Shampoo,B00519,2027-09-20,81,45000
P0015,Shampoo,B00520,2026-09-07,20,75000
P0015,Shampoo,B00521,2026-07-29,38,65000
P0015,Shampoo,B00522,2027-08-12,1,10000
P0015,Shampoo,B00523,2027-07-02,44,25000
P0015,Shampoo,B00524,2027-06-21,79,10000
P0015,Shampoo,B00525,2027-03-25,67,30000
P0015,Shampoo,B00526,2026-07-02,57,90000
P0015,Shampoo,B00527,2026-07-02,90,40000
P0015,Shampoo,B00528,2027-11-22,86,10000
P0015,Shampoo,B00529,2026-08-06,70,60000
P0015,Shampoo,B00530,2026-07-28,80,90000
P0015,Shampoo,B00531,2027-04-24,11,10000
P0015,Shampoo,B00532,2027-10-09,23,95000
P0015,Shampoo,B00533,2027-03-13,43,35000
P0015,Shampoo,B00534,2027-07-15,58,30000
P0015,Shampoo,B00535,2027-08-30,46,40000
P0015,Shampoo,B00536,2027-06-10,67,65000
P0015,Shampoo,B00537,2027-07-29,76,25000
P0015,Shampoo,B00538,2027-10-02,20,30000
P0015,Shampoo,B00539,2027-04-01,33,50000
P0015,Shampoo,B00540,2027-06-04,17,85000
P0015,Shampoo,B00541,2026-07-09,2,65000
P0015,Shampoo,B00542,2027-12-27,44,100000
P0015,Shampoo,B00543,2027-03-20,13,95000
P0015,Shampoo,B00544,2027-01-19,52,70000
P0015,Shampoo,B00545,2027-03-11,10,10000
P0015,Shampoo,B00546,2027-08-19,44,75000
P0015,Shampoo,B00547,2026-07-05,30,85000
P0015,Shampoo,B00548,2026-07-03,9,80000
P0015,Shampoo,B00549,2026-12-01,55,35000
P0015,Shampoo,B00550,2027-01-06,76,20000
P0015,Shampoo,B00551,2027-06-18,11,100000
P0015,Shampoo,B00552,2027-06-22,75,60000
P0015,Shampoo,B00553,2027-02-11,48,85000
P0015,Shampoo,B00554,2027-07-21,61,35000
P0015,Shampoo,B00555,2027-02-12,29,65000
P0015,Shampoo,B00556,2026-11-23,41,75000
P0015,Shampoo,B00557,2027-04-11,54,80000
P0015,Shampoo,B00558,2026-09-21,87,20000
P0015,Shampoo,B00559,2027-05-23,7,40000
P0015,Shampoo,B00560,2026-07-02,35,65000
P0015,Shampoo,B00561,2026-10-09,39,35000
P0015,Shampoo,B00562,2026-07-08,48,55000
P0015,Shampoo,B00563,2027-12-13,47,35000
