barcode,productName,batchCode,expiryDate,quantity,price
P0004,Tea,B00273,2027-07-16,23,45000
P0004,Tea,B00274,2027-12-09,69,80000
P0004,Tea,B00275,2026-07-05,26,45000
P0004,Tea,B00276,2026-11-23,34,85000
P0004,Tea,B00277,2027-10-03,1,40000
P0004,Tea,B00278,2026-09-15,54,65000
P0004,Tea,B00279,2026-09-17,31,100000
P0004,Tea,B00280,2026-10-26,71,60000
P0004,Tea,B00281,2026-10-19,71,30000
P0004,Tea,B00282,2027-01-25,92,80000
P0004,Tea,B00283,2027-11-25,29,70000
P0004,Tea,B00284,2027-08-16,69,30000
P0004,Tea,B00285,2026-09-29,55,80000
P0020,Sugar,B00286,2026-08-01,19,20000
P0020,Sugar,B00287,2026-07-03,35,30000
P0020,Sugar,B00288,2027-04-21,74,45000
P0020,Sugar,B00289,2026-08-27,66,80000
P0020,Sugar,B00290,2027-03-04,91,90000
P0020,Sugar,B00291,2026-07-07,21,90000
P0020,Sugar,B00292,2026-10-28,71,30000
P0020,Sugar,B00293,2026-07-03,11,100000
P0020,Sugar,B00294,2026-09-15,27,90000
P0020,Sugar,B00295,2027-06-01,84,55000
P0020,Sugar,B00296,2027-11-24,13,25000
P0020,Sugar,B00297,2027-08-15,31,25000
P0020,Sugar,B00298,2027-01-12,1,20000
P0020,Sugar,B00299,2027-02-17,94,55000
P0020,Sugar,B00300,2027-03-02,77,30000
P0020,Sugar,B00301,2027-09-15,98,50000
P0020,Sugar,B00302,2026-11-26,56,10000
P0020,Sugar,B00303,2027-06-14,80,40000
P0020,Sugar,B00304,2026-07-04,40,55000
P0020,Sugar,B00305,2027-06-09,63,35000
P0020,Sugar,B00306,2027-11-10,11,60000
P0020,Sugar,B00307,2026-10-08,8,45000
P0020,Sugar,B00308,2027-07-04,20,50000
P0020,Sugar,B00309,2026-07-05,56,55000
P0020,Sugar,B00310,2027-12-08,76,15000
P0020,Sugar,B00311,2027-10-16,91,20000
P0020,Sugar,B00312,2026-10-14,10,60000
P0020,Sugar,B00313,2027-12-22,57,20000
P0020,Sugar,B00314,2027-08-07,88,95000
P0020,Sugar,B00315,2027-04-11,20,100000
P0020,Sugar,B00316,2027-01-29,36,90000
P0020,Sugar,B00317,2027-02-15,90,55000
P0020,Sugar,B00318,2026-11-11,52,40000
P0020,Sugar,B00319,2027-12-03,89,45000
P0015,Shampoo,B00320,2026-07-06,92,60000
P0015,Shampoo,B00321,2027-09-07,2,50000
P0015,Shampoo,B00322,2027-04-24,31,95000
P0015,Shampoo,B00323,2027-04-25,99,100000
P0015,Shampoo,B00324,2026-08-25,68,95000
P0015,Shampoo,B00325,2027-06-29,92,100000
P0015,Shampoo,B00326,2026-07-06,35,80000
P0015,Shampoo,B00327,2026-07-02,27,100000
P0015,Shampoo,B00328,2026-10-04,2,100000
P0015,Shampoo,B00329,2027-02-01,52,25000
P0015,Shampoo,B00330,2027-04-04,23,25000
P0015,Shampoo,B00331,2026-07-05,4,65000
P0015,Shampoo,B00332,2026-07-08,90,55000
P0015,Shampoo,B00333,2026-09-13,85,65000
P0015,Shampoo,B00334,2027-08-07,27,25000
P0015,Shampoo,B00335,2027-03-10,18,75000
P0015,Shampoo,B00336,2027-08-28,19,60000
P0015,Shampoo,B00337,2026-07-06,96,40000
P0015,Shampoo,B00338,2027-03-15,91,25000
P0015,Shampoo,B00339,2026-10-18,92,65000
P0015,Shampoo,B00340,2027-10-15,8,30000
P0015,Shampoo,B00341,2027-11-06,19,10000
P0015,Shampoo,B00342,2027-09-04,83,90000
P0015,Shampoo,B00343,2026-07-14,84,65000
P0015,Shampoo,B00344,2026-12-04,44,95000
P0015,Shampoo,B00345,2026-07-07,3,60000
P0015,Shampoo,B00346,2027-07-20,36,50000
P0015,Shampoo,B00347,2027-01-30,61,75000
P0015,Shampoo,B00348,2027-11-25,84,25000
P0015,Shampoo,B00349,2027-10-16,37,15000
P0015,Shampoo,B00350,2027-03-24,98,15000
P0015,Shampoo,B00351,2027-09-16,77,90000
P0015,Shampoo,B00352,2026-08-27,33,30000
P0015,Shampoo,B00353,2027-04-03,45,20000
P0015,Shampoo,B00354,2027-10-13,43,80000
P0015,Shampoo,B00355,2027-11-13,87,85000
P0015,Shampoo,B00356,2026-07-02,22,60000
P0015,Shampoo,B00357,2027-12-10,28,90000
P0015,Shampoo,B00358,2027-04-04,11,80000
P0015,Shampoo,B00359,2027-11-29,61,70000
P0015,Shampoo,B00360,2027-05-27,55,75000
P0015,Shampoo,B00361,2026-12-09,24,50000
P0015,Shampoo,B00362,2026-07-02,25,85000
P0015,Shampoo,B00363,2027-10-06,26,100000
P0015,Shampoo,B00364,2027-06-16,36,65000
P0015,Shampoo,B00365,2026-07-04,32,55000
P0015,Shampoo,B00366,2027-12-17,87,90000
P0015,Shampoo,B00367,2026-07-08,53,10000
P0015,Shampoo,B00368,2026-09-28,1,55000
P0015,Shampoo,B00369,2027-10-08,31,100000
P0011,Water,B00370,2026-09-23,8,35000
P0011,Water,B00371,2027-02-08,12,15000
P0011,Water,B00372,2026-07-08,44,85000
P0011,Water,B00373,2027-03-31,64,15000
P0011,Water,B00374,2027-03-27,66,95000
P0011,Water,B00375,2027-12-31,35,95000
P0011,Water,B00376,2026-10-30,53,10000
P0011,Water,B00377,2027-10-02,13,35000
P0011,Water,B00378,2026-10-05,56,90000
P0011,Water,B00379,2027-07-04,19,80000
P0011,Water,B00380,2027-08-26,75,95000
P0011,Water,B00381,2026-07-06,81,50000
P0011,Water,B00382,2027-02-17,63,55000
P0011,Water,B00383,2026-10-13,3,55000
P0011,Water,B00384,2026-09-02,83,25000
P0011,Water,B00385,2027-06-18,50,50000
P0011,Water,B00386,2027-01-28,29,70000
P0011,Water,B00387,2026-09-10,17,90000
P0011,Water,B00388,2027-05-02,11,85000
P0011,Water,B00389,2027-09-20,1,60000
P0011,Water,B00390,2026-11-19,57,25000
P0011,Water,B00391,2026-08-07,38,55000
P0011,Water,B00392,2026-07-05,71,45000
P0011,Water,B00393,2027-07-06,40,95000
P0011,Water,B00394,2027-05-09,100,65000
P0011,Water,B00395,2026-08-21,74,65000
P0011,Water,B00396,2027-07-03,80,75000
P0011,Water,B00397,2027-06-11,3,10000
P0011,Water,B00398,2026-07-06,41,90000
P0011,Water,B00399,2027-07-25,81,50000
P0011,Water,B00400,2026-09-01,85,35000
P0011,Water,B00401,2027-10-10,25,25000
P0011,Water,B00402,2026-08-04,52,55000
P0011,Water,B00403,2026-07-15,45,35000
P0011,Water,B00404,2027-08-29,70,95000
P0011,Water,B00405,2027-10-30,87,75000
P0011,Water,B00406,2027-08-06,20,45000
P0011,Water,B00407,2027-10-16,4,20000
P0011,Water,B00408,2027-12-05,73,25000
P0011,Water,B00409,2026-07-03,5,20000
P0011,Water,B00410,2027-06-06,62,60000
P0011,Water,B00411,2027-08-06,86,80000
P0011,Water,B00412,2027-08-30,1,50000
P0011,Water,B00413,2027-07-25,66,60000
P0011,Water,B00414,2026-07-09,64,35000
P0011,Water,B00415,2026-09-15,91,20000
P0011,Water,B00416,2026-12-23,26,85000
P0011,Water,B00417,2027-01-18,11,60000
P0011,Water,B00418,2027-11-23,24,25000
P0011,Water,B00419,2027-08-13,68,55000
P0011,Water,B00420,2027-08-02,37,60000
P0011,Water,B00421,2027-12-11,65,25000
P0011,Water,B00422,2026-12-11,44,30000
P0011,Water,B00423,2027-09-17,88,25000
P0011,Water,B00424,2026-08-29,1,25000
P0011,Water,B00425,2027-07-21,36,95000
P0011,Water,B00426,2027-12-21,97,95000
P0011,Water,B00427,2027-01-12,22,20000
P0016,Snack,B00428,2027-09-09,19,45000
P0016,Snack,B00429,2026-09-22,65,85000
P0016,Snack,B00430,2026-08-12,65,45000
P0016,Snack,B00431,2027-01-27,33,40000
P0016,Snack,B00432,2026-07-06,38,70000
P0016,Snack,B00433,2027-11-20,22,10000
P0016,Snack,B00434,2027-03-08,27,70000
P0016,Snack,B00435,2027-04-09,27,75000
P0016,Snack,B00436,2026-07-07,23,70000
P0016,Snack,B00437,2026-09-05,91,90000
P0016,Snack,B00438,2027-01-23,16,25000
P0016,Snack,B00439,2026-07-13,91,15000
P0016,Snack,B00440,2027-03-16,45,40000
P0016,Snack,B00441,2026-12-03,80,50000
P0016,Snack,B00442,2026-07-03,49,50000
P0016,Snack,B00443,2026-08-13,88,50000
P0016,Snack,B00444,2027-02-16,25,20000
P0016,Snack,B00445,2027-08-12,8,70000
P0016,Snack,B00446,2026-07-04,69,50000
P0016,Snack,B00447,2027-09-25,32,30000
P0016,Snack,B00448,2027-01-16,68,30000
P0016,Snack,B00449,2027-07-15,99,65000
P0016,Snack,B00450,2027-08-18,84,10000
P0016,Snack,B00451,2027-09-23,28,80000
P0016,Snack,B00452,2027-01-30,37,95000
P0016,Snack,B00453,2026-07-02,33,15000
P0016,Snack,B00454,2026-07-06,50,15000
P0016,Snack,B00455,2027-10-14,73,85000
P0016,Snack,B00456,2027-08-30,4,75000
P0016,Snack,B00457,2027-11-14,33,100000
P0016,Snack,B00458,2026-12-17,55,65000
P0016,Snack,B00459,2027-07-11,21,95000
P0016,Snack,B00460,2027-11-08,27,45000
P0016,Snack,B00461,2027-12-06,98,60000
P0016,Snack,B00462,2026-08-01,42,90000
P0016,Snack,B00463,2027-04-01,98,15000
P0016,Snack,B00464,2027-10-13,66,80000
P0016,Snack,B00465,2026-07-06,62,75000
P0016,Snack,B00466,2027-06-20,71,60000
P0016,Snack,B00467,2026-09-17,32,10000
P0016,Snack,B00468,2027-06-26,79,90000
P0016,Snack,B00469,2026-11-07,86,15000
P0016,Snack,B00470,2027-11-04,26,55000
P0016,Snack,B00471,2026-08-15,11,15000
P0016,Snack,B00472,2027-10-10,84,15000
P0016,Snack,B00473,2027-10-31,30,20000
P0016,Snack,B00474,2026-09-09,71,25000
P0016,Snack,B00475,2026-07-07,26,90000
P0016,Snack,B00476,2026-12-29,45,55000
P0016,Snack,B00477,2026-07-09,4,15000
P0016,Snack,B00478,2027-05-29,12,60000
P0016,Snack,B00479,2026-09-15,87,35000
P0016,Snack,B00480,2027-02-16,53,50000
P0010,Candy,B00481,2027-02-19,88,90000
P0010,Candy,B00482,2027-10-23,79,75000
P0010,Candy,B00483,2027-10-10,26,55000
P0010,Candy,B00484,2026-11-28,50,40000
P0010,Candy,B00485,2027-11-10,40,35000
P0010,Candy,B00486,2027-06-16,45,30000
P0010,Candy,B00487,2027-01-30,53,45000
P0010,Candy,B00488,2027-08-15,10,35000
P0010,Candy,B00489,2027-11-28,22,100000
P0010,Candy,B00490,2027-01-29,1,80000
P0010,Candy,B00491,2027-05-10,41,80000
P0010,Candy,B00492,2027-05-30,58,100000
P0010,Candy,B00493,2026-07-03,22,65000
P0010,Candy,B00494,2026-12-03,52,85000
P0010,Candy,B00495,2027-09-04,73,60000
P0010,Candy,B00496,2027-04-16,47,20000
P0010,Candy,B00497,2027-01-04,7,95000
P0010,Candy,B00498,2027-03-10,38,75000
P0010,Candy,B00499,2026-11-25,41,90000
P0010,Candy,B00500,2027-09-06,56,55000
P0010,Candy,B00501,2027-08-26,24,90000
P0010,Candy,B00502,2027-03-21,68,25000
P0010,Candy,B00503,2027-09-05,91,55000
P0010,Candy,B00504,2027-05-18,22,80000
P0010,Candy,B00505,2027-06-11,61,35000
P0010,Candy,B00506,2026-09-08,85,15000
P0010,Candy,B00507,2026-07-04,96,30000
P0010,Candy,B00508,2027-07-18,62,50000
P0010,Candy,B00509,2027-11-11,88,15000
P0010,Candy,B00510,2026-10-22,97,70000
P0010,Candy,B00511,2026-12-13,97,25000
P0010,Candy,B00512,2027-04-25,46,40000
P0010,Candy,B00513,2027-08-03,84,40000
P0010,Candy,B00514,2026-10-12,23,95000
P0010,Candy,B00515,2027-03-21,53,50000
P0010,Candy,B00516,2026-07-10,44,60000
P0010,Candy,B00517,2027-04-22,28,40000
P0010,Candy,B00518,2027-11-17,29,80000
P0010,Candy,B00519,2027-02-26,24,70000
P0014,Soap,B00520,2026-10-27,53,15000
P0014,Soap,B00521,2026-07-04,70,65000
P0014,Soap,B00522,2027-05-30,26,15000
P0014,Soap,B00523,2027-12-16,78,25000
P0014,Soap,B00524,2027-06-08,62,20000
P0014,Soap,B00525,2027-11-09,63,40000
P0014,Soap,B00526,2026-07-08,87,95000
P0014,Soap,B00527,2026-10-30,87,80000
P0014,Soap,B00528,2027-02-04,69,40000
P0014,Soap,B00529,2026-08-31,76,75000
P0014,Soap,B00530,2026-12-16,46,85000
P0014,Soap,B00531,2027-08-19,11,10000
P0014,Soap,B00532,2026-07-07,65,40000
P0014,Soap,B00533,2026-09-23,71,75000
P0014,Soap,B00534,2027-02-21,93,35000
P0014,Soap,B00535,2026-10-16,27,80000
P0014,Soap,B00536,2026-11-04,35,25000
P0014,Soap,B00537,2026-07-07,86,10000
P0014,Soap,B00538,2027-03-02,6,85000
P0014,Soap,B00539,2026-10-25,28,80000
P0014,Soap,B00540,2027-10-10,42,95000
P0014,Soap,B00541,2026-12-21,22,55000
P0014,Soap,B00542,2027-07-12,12,100000
P0014,Soap,B00543,2027-10-13,79,50000
P0014,Soap,B00544,2026-08-17,86,25000
P0014,Soap,B00545,2027-08-12,37,50000
P0014,Soap,B00546,2027-11-07,26,70000
P0014,Soap,B00547,2027-05-06,88,30000
P0014,Soap,B00548,2027-05-10,43,55000
P0014,Soap,B00549,2026-10-04,28,85000
P0014,Soap,B00550,2026-12-03,6,100000
P0014,Soap,B00551,2026-08-09,69,30000
P0014,Soap,B00552,2027-10-03,34,100000
P0014,Soap,B00553,2027-02-11,100,90000
P0014,Soap,B00554,2026-12-05,51,40000
P0014,Soap,B00555,2026-09-20,30,100000
P0014,Soap,B00556,2027-09-07,33,35000
P0014,Soap,B00557,2027-08-24,58,70000
P0014,Soap,B00558,2027-10-12,72,75000
P0014,Soap,B00559,2026-07-07,47,20000
P0014,Soap,B00560,2027-07-07,34,95000
P0017,Egg,B00561,2027-02-23,96,25000
P0017,Egg,B00562,2027-06-11,16,45000
P0017,Egg,B00563,2026-07-02,11,40000
P0017,Egg,B00564,2026-07-02,87,100000
P0017,Egg,B00565,2027-09-08,79,70000
P0017,Egg,B00566,2026-09-22,6,15000
P0017,Egg,B00567,2027-03-05,48,90000
P0017,Egg,B00568,2027-09-14,31,15000
P0017,Egg,B00569,2026-07-27,92,45000
P0017,Egg,B00570,2026-07-02,65,95000
P0017,Egg,B00571,2027-11-01,23,55000
P0017,Egg,B00572,2026-10-28,59,15000
P0017,Egg,B00573,2026-09-26,100,25000
P0017,Egg,B00574,2027-04-11,1,25000
P0017,Egg,B00575,2027-01-05,69,20000
P0017,Egg,B00576,2026-10-18,90,10000
P0017,Egg,B00577,2027-04-06,4,20000
